reviewer_name,review_time_diff,review_rating
lehenbauer,"< 10 days",bad
robby_hunt,"< 10 days",bad
JaySuz,"< 10 days",bad
Rollins,"< 10 days",bad
al025,"11 to 50 days",bad
TMMamoru,"> 50 days",bad
Wsource,"> 50 days",bad
raider61,"< 10 days",bad
hempdaddy,"< 10 days",bad
chalako,"< 10 days",bad
MT_Hammer,"< 10 days",bad
cronix,"< 10 days",bad
jmey515,"< 10 days",bad
laxguy,"< 10 days",bad
mobuis,"< 10 days",bad
typo,"11 to 50 days",bad
mgvet,"11 to 50 days",bad
knkjunk,"> 50 days",bad
Silver02GT,"< 10 days",bad
cswordblade,"11 to 50 days",bad
fredho,"< 10 days",bad
adventurevision,"< 10 days",bad
obsidience,"> 50 days",bad
goatlord,"< 10 days",bad
ejankov,"< 10 days",bad
LeeB18509,"> 50 days",bad
wrldeater,"< 10 days",bad
The_Restless,"> 50 days",bad
bigdawg,"> 50 days",bad
big12fan,"< 10 days",bad
ultar66,"> 50 days",bad
rupst2,"< 10 days",bad
deerleg,"< 10 days",bad
coons10,"< 10 days",bad
tiberius8,"< 10 days",bad
vordtriedep,"< 10 days",bad
jmfolcik,"> 50 days",good
lruby,"11 to 50 days",bad
caliban,"< 10 days",good
antoinebk,"< 10 days",good
kwmc,"< 10 days",bad
faustlaw,"< 10 days",bad
No1Dad,"< 10 days",bad
Christa,"< 10 days",good
ANGRYlarz,"< 10 days",bad
suckdick,"< 10 days",bad
carnspac,"11 to 50 days",good
dutchvd,"< 10 days",good
ph33ric,"< 10 days",bad
lotar,"< 10 days",bad
teststrips,"< 10 days",bad
xoomcustomer,"< 10 days",bad
f5325,"< 10 days",bad
Zerachiel,"< 10 days",bad
FooDew13,"< 10 days",good
Bujeezus,"< 10 days",good
mrb@pobox.com,"< 10 days",bad
schproda,"< 10 days",bad
theplaidjedi,"< 10 days",good
gtgoodman,"< 10 days",good
prefcomm,"< 10 days",good
"Rico Mania","> 50 days",bad
kdmaak,"< 10 days",good
Jdcarden,"< 10 days",good
NegativeK,"< 10 days",bad
gauchito,"< 10 days",good
rdangi,"< 10 days",good
saskiahl,"< 10 days",good
Tubbnoff,"< 10 days",good
cartridgegirl,"< 10 days",bad
ericwin99,"< 10 days",bad
jskagg,"> 50 days",good
riversidekid,"< 10 days",bad
saltboy,"> 50 days",good
Karthoris,"> 50 days",good
growltiger,"> 50 days",good
TalcumX,"< 10 days",bad
"Zap Branagen","< 10 days",good
foxhndr,"> 50 days",good
01civicboi,"> 50 days",good
deathonastick,"< 10 days",good
Matalata,"> 50 days",good
glass_man,"> 50 days",good
erehb,"< 10 days",good
superwaddle,"> 50 days",good
pmops5,"> 50 days",good
Klivian,"< 10 days",good
MarkMcK,"< 10 days",good
"Crash Override","< 10 days",bad
cmusgrav,"> 50 days",good
anlturner,"11 to 50 days",good
Adaman,"> 50 days",good
emptypockets,"> 50 days",good
Cobra95,"> 50 days",bad
M_Medlock,"< 10 days",good
Medlite,"> 50 days",bad
azdrygulch,"> 50 days",good
ctech1,"< 10 days",good
tmorriso,"> 50 days",good
fac3lessdream,"> 50 days",neutral
Brandonh,"> 50 days",good
kcmack,"< 10 days",good
tynindarkblood,"< 10 days",good
Trottingwolf,"< 10 days",good
roncher70,"< 10 days",good
redmasque1,"< 10 days",good
mrouleau,"< 10 days",good
f2racer,"> 50 days",good
lisi226,"< 10 days",good
dirden,"< 10 days",bad
ccappuccio,"< 10 days",good
Dan1390,"< 10 days",good
davencarly,"< 10 days",good
mstg66289,"< 10 days",good
Dumpa,"> 50 days",bad
chadmbrock,"< 10 days",good
jwandjo,"< 10 days",good
bschwager,"< 10 days",good
bob.wilson,"< 10 days",good
rbubenhe,"< 10 days",good
dbeaulieu,"< 10 days",good
rPASHAK,"< 10 days",good
mpop,"< 10 days",good
lkarr,"< 10 days",good
Angler1187,"11 to 50 days",bad
norulesrocks,"< 10 days",good
zircon17,"< 10 days",good
amdmaster,"11 to 50 days",good
wacktech,"> 50 days",good
alander1,"< 10 days",good
jake3404,"< 10 days",good
svhobo,"< 10 days",good
wasapppp,"< 10 days",good
t2grn,"< 10 days",good
sean1138,"< 10 days",good
metalmania,"11 to 50 days",bad
DiPiervi,"< 10 days",good
rickbsr,"> 50 days",good
syncros123,"> 50 days",good
ianuvin,"< 10 days",good
JHosche,"< 10 days",good
nihls,"< 10 days",good
PaperJam,"< 10 days",good
ems,"< 10 days",good
chipgrace,"< 10 days",good
mike_caballes,"< 10 days",good
originalpappypop,"< 10 days",good
apjaphet,"< 10 days",good
chrisnmysi,"< 10 days",good
user8939,"< 10 days",good
MM1004,"< 10 days",good
fmagill,"< 10 days",good
im2dvs,"< 10 days",good
maralee17,"> 50 days",good
JTS44,"< 10 days",good
umft7d,"< 10 days",good
mderrick,"< 10 days",good
taoto,"< 10 days",good
hbattraw,"< 10 days",good
m3cubed,"> 50 days",good
dkuegel,"< 10 days",good
ccobb258,"< 10 days",good
sobo,"< 10 days",good
drewspop,"< 10 days",good
lazyspark,"< 10 days",good
savrip,"11 to 50 days",good
jbomb175,"< 10 days",good
rw4site,"< 10 days",good
PitBoss,"< 10 days",good
Sp8cemanSp1ff,"< 10 days",bad
guy_naor,"< 10 days",good
wilsongc,"< 10 days",good
liambarber,"< 10 days",good
pdenton,"< 10 days",good
JesperA,"< 10 days",good
rluo,"< 10 days",good
TheMadOne,"> 50 days",bad
wheeler498,"< 10 days",good
rrosseross,"> 50 days",good
lat227,"< 10 days",good
ekeovongsa,"< 10 days",good
jimdandy,"< 10 days",good
matchbok,"< 10 days",good
wkaelin,"< 10 days",good
lonslo,"< 10 days",good
dreamweb,"< 10 days",good
hipshot13,"< 10 days",good
cool_prit,"< 10 days",good
scock,"< 10 days",neutral
DerEngel,"> 50 days",good
minchin,"< 10 days",good
wyattc,"< 10 days",good
daygo63,"< 10 days",good
Tapestry,"< 10 days",good
motox795,"< 10 days",good
velascony,"> 50 days",good
"Kevin Urban","< 10 days",good
chris_of_va,"< 10 days",good
ericbeal,"< 10 days",good
DraconBorn,"< 10 days",good
Galant,"< 10 days",good
furiosus,"< 10 days",good
tommytomtom,"11 to 50 days",good
terribldyn,"< 10 days",good
signman75075,"< 10 days",good
ruc2827,"11 to 50 days",bad
sp_txan,"> 50 days",good
thefultonhow,"> 50 days",good
yvliew,"> 50 days",good
srosystems,"< 10 days",good
GreggWG,"> 50 days",good
swoftrucky,"> 50 days",good
siryoink,"> 50 days",good
fredb8267,"< 10 days",good
shadyb,"< 10 days",good
"The Wise One","< 10 days",bad
trikon,"< 10 days",neutral
ezeetek,"< 10 days",good
dpbass,"> 50 days",good
Enyaw,"< 10 days",bad
ashim,"< 10 days",good
Glenn56,"> 50 days",good
furious58662,"> 50 days",good
jgrigsby8,"< 10 days",good
genes,"< 10 days",good
bama22m,"> 50 days",good
LtBlue14,"> 50 days",good
vector0319,"11 to 50 days",good
imarater,"> 50 days",good
silversinksam,"> 50 days",good
shoafer0,"< 10 days",good
bthomas229,"> 50 days",good
Darkonus,"> 50 days",good
kcdahlgren,"< 10 days",good
stereo555,"> 50 days",good
"F/A-18 MechDood","> 50 days",good
XTX_Shorty,"< 10 days",good
huckleberry,"< 10 days",good
MCLAREN5TH,"< 10 days",good
doublej13,"< 10 days",good
Abbadon,"< 10 days",good
jhoybs,"< 10 days",bad
gt500shlby,"< 10 days",good
cardiacjelly,"< 10 days",good
Hwkeye,"> 50 days",bad
jna,"> 50 days",good
jugdish,"< 10 days",good
dlglanzman,"> 50 days",good
spschiebel,"11 to 50 days",good
tgrand,"> 50 days",good
SubzeroDragN,"11 to 50 days",good
trangler,"> 50 days",good
machine6,"11 to 50 days",good
Mikew114,"< 10 days",good
Corpsegrinder,"< 10 days",good
pclement,"> 50 days",good
gt7891a,"< 10 days",good
BlueBird7,"11 to 50 days",good
allenwr1505,"< 10 days",good
jpease,"> 50 days",good
chaska,"< 10 days",good
kljecoc,"< 10 days",NULL
net1994,"< 10 days",good
Whall1,"> 50 days",good
alancole,"< 10 days",good
SOD256,"< 10 days",good
jlsr100199,"< 10 days",good
aldva,"< 10 days",good
badvector,"11 to 50 days",good
s9albalo,"< 10 days",good
Ozmodiar3F31,"> 50 days",good
barginhunter,"> 50 days",good
Katalyst,"< 10 days",good
Greywood,"< 10 days",good
momchil,"11 to 50 days",good
ppeng,"< 10 days",good
gwhunt23,"11 to 50 days",good
AlDente,"< 10 days",good
goodeye38135,"< 10 days",good
JDMFerio,"< 10 days",good
fishinginar,"< 10 days",good
artmoi,"< 10 days",good
mjeide,"< 10 days",good
Grynne,"< 10 days",good
fishisms,"< 10 days",good
swaiiguy,"< 10 days",good
mikef07,"11 to 50 days",bad
floryn,"< 10 days",good
tnomura,"< 10 days",good
marjam,"< 10 days",bad
hoytpr,"> 50 days",good
bobdarrah2000,"11 to 50 days",good
rtremski,"< 10 days",good
johansee,"< 10 days",good
squidward20,"> 50 days",good
holnet,"< 10 days",good
truckensafely,"> 50 days",good
tadh,"< 10 days",bad
avatar3o,"< 10 days",good
KBuffington,"< 10 days",good
Zardin_G,"< 10 days",good
accupc,"< 10 days",good
aveatch,"< 10 days",good
afrocat,"< 10 days",NULL
BarrySchultz,"< 10 days",bad
MattK4662,"> 50 days",neutral
sparky3,"> 50 days",good
Vanadium,"< 10 days",good
mmariani,"> 50 days",good
macksj,"< 10 days",bad
dwj,"> 50 days",good
phillip69,"> 50 days",good
sav1ors_guard,"< 10 days",good
uthor,"> 50 days",good
tporritt,"> 50 days",good
larroo,"> 50 days",good
MUD_MAN,"< 10 days",good
paralagrat,"> 50 days",good
PipStuart,"< 10 days",NULL
gwhunt23,"> 50 days",good
galapogos,"> 50 days",bad
megaman86,"< 10 days",good
boxmaster,"> 50 days",bad
imacfuzzy,"< 10 days",good
metalmania,"> 50 days",good
"Nasty Spider","< 10 days",good
gte024h,"> 50 days",good
dougcr,"< 10 days",good
sam7ayes,"< 10 days",good
Zebdawg,"< 10 days",good
TheShadow,"< 10 days",good
Copycats,"< 10 days",bad
bmckirdy,"< 10 days",good
alank,"< 10 days",bad
krellkraver,"< 10 days",bad
drallim,"< 10 days",bad
ragartragart,"< 10 days",bad
Lonniebar,"< 10 days",bad
akmbd166,"< 10 days",NULL
koshrpkle,"< 10 days",bad
bobbybird,"> 50 days",good
DAGRESTA,"< 10 days",good
webersd,"< 10 days",bad
voxjazz,"> 50 days",bad
nolaa,"< 10 days",bad
isistela,"< 10 days",good
timmykins83,"< 10 days",bad
hardwareman90,"< 10 days",bad
pinecone759,"< 10 days",bad
JoePovo,"< 10 days",bad
degreiner,"> 50 days",good
adumesny,"> 50 days",good
bashore,"< 10 days",bad
tombhughes,"< 10 days",bad
acabtp,"< 10 days",bad
wfong001,"> 50 days",good
richnjoisy,"< 10 days",bad
bilofsky,"> 50 days",good
willite,"> 50 days",good
stasonline,"< 10 days",bad
fu101019,"< 10 days",bad
phin,"> 50 days",good
malgosiamms,"< 10 days",bad
fodel,"< 10 days",bad
cookingal,"< 10 days",good
dgt02,"> 50 days",good
Boomerang86,"< 10 days",good
"old surfer","> 50 days",good
DoctaDink,"> 50 days",good
krachcourse,"< 10 days",good
rjn17960,"< 10 days",bad
alchemist47,"> 50 days",NULL
MegM,"< 10 days",bad
"Red Hazard","< 10 days",bad
tsgolden,"< 10 days",good
brett1231,"< 10 days",bad
LAcoonie,"< 10 days",good
jcrim50,"< 10 days",bad
bugs5447,"< 10 days",good
radiomiles,"< 10 days",bad
dopuskd,"< 10 days",good
kuzinscove,"< 10 days",NULL
Ted615,"< 10 days",bad
smufti,"< 10 days",bad
bakhras,"< 10 days",neutral
AAAAmerican.Com,"11 to 50 days",good
PhotoScout,"11 to 50 days",bad
"Jill Schmo","< 10 days",bad
caowans,"< 10 days",bad
amandajoi20,"< 10 days",bad
dsylvian,"> 50 days",bad
scottfl,"> 50 days",bad
sonnyjeff,"< 10 days",bad
overseasJoe,"< 10 days",bad
philq,"< 10 days",bad
anothergirl,"< 10 days",bad
Biggiesized,"11 to 50 days",bad
briancorll,"11 to 50 days",bad
Donnie27,"> 50 days",bad
pscottm,"< 10 days",bad
linuxworks,"> 50 days",good
ersk,"< 10 days",bad
poobah1,"< 10 days",good
CBuff,"< 10 days",bad
kangaloo1971,"< 10 days",good
jlambert76,"< 10 days",bad
LawOrder,"< 10 days",bad
Dr.Cox,"< 10 days",good
rcal101,"< 10 days",bad
freddycyw,"< 10 days",bad
angielinn,"< 10 days",bad
kyanwan,"< 10 days",good
roveer,"< 10 days",bad
jgoodwin,"< 10 days",good
kim2qt,"< 10 days",good
greguva,"< 10 days",good
dmmtrb,"< 10 days",good
capitaltpt,"> 50 days",good
alphantasm,"< 10 days",bad
littlelulu,"< 10 days",good
mtv8143,"< 10 days",bad
mrjustme2005,"< 10 days",bad
amacz11,"< 10 days",bad
takenforaride22,"< 10 days",bad
greggebhardt,"> 50 days",NULL
nim98rod,"< 10 days",bad
gadwall,"< 10 days",bad
andyherman,"< 10 days",bad
lisey581,"< 10 days",bad
krisxlee,"< 10 days",bad
DanReload,"< 10 days",neutral
RLaurenceDavis,"< 10 days",good
truckin,"< 10 days",good
Baldskull,"< 10 days",good
TLGREER,"< 10 days",good
YukonKid,"< 10 days",good
jpowers1,"< 10 days",good
keydet,"> 50 days",good
mjboscarino,"< 10 days",good
nikon1,"> 50 days",good
Heipaadeg,"< 10 days",good
thebov,"< 10 days",bad
santarev,"< 10 days",bad
hp7314,"> 50 days",good
flani,"< 10 days",good
dcfresch,"< 10 days",good
jonathanbyrne,"< 10 days",good
julia27,"< 10 days",bad
mboy72,"< 10 days",good
bat2120,"< 10 days",good
lyonsro,"< 10 days",good
kathyl1230,"< 10 days",bad
wchp,"> 50 days",good
JoshRandall,"< 10 days",good
howardth,"< 10 days",good
brasser,"< 10 days",good
rachael,"< 10 days",good
enthusiast-2,"< 10 days",good
gmkline80,"< 10 days",bad
arnev,"< 10 days",good
popsrcr,"< 10 days",good
micxba,"< 10 days",good
politiq,"< 10 days",good
Brian_240z,"< 10 days",good
outpaddling,"< 10 days",good
smileschx,"< 10 days",good
benc100,"< 10 days",good
challavs,"< 10 days",good
axia,"< 10 days",good
Gradus,"< 10 days",good
tugser,"< 10 days",good
aradu1,"< 10 days",good
mirclwkr,"< 10 days",good
boban011,"< 10 days",good
comtnbikr,"< 10 days",good
steve_price,"> 50 days",good
admorgan,"< 10 days",good
wyeknot,"< 10 days",good
runriverrun,"< 10 days",good
maotx,"> 50 days",good
Purdue92,"< 10 days",good
Menard,"< 10 days",good
srq2625,"> 50 days",good
idelsoni,"< 10 days",good
lukester01,"< 10 days",bad
stargazer_3,"< 10 days",good
eklauss,"< 10 days",good
33jj33,"< 10 days",bad
Freelance,"< 10 days",good
haledixon,"< 10 days",bad
thartsburg,"< 10 days",neutral
victorjfong,"< 10 days",good
pol_001,"< 10 days",good
jwl270,"< 10 days",good
bootz15,"< 10 days",good
aimee2180,"< 10 days",good
dcinnv,"< 10 days",good
jjlkk,"< 10 days",good
"David Renfro","< 10 days",good
efini,"< 10 days",bad
mew,"< 10 days",good
delton70,"< 10 days",good
teamw,"> 50 days",good
jweissman,"< 10 days",good
Pentire,"< 10 days",good
khanh007,"> 50 days",good
paxstereo,"< 10 days",bad
aharvey1,"< 10 days",good
fazzbug,"> 50 days",good
dzeller,"< 10 days",good
summitraton,"< 10 days",good
LindaWig,"< 10 days",good
lukester,"< 10 days",bad
mtitch,"< 10 days",good
jmweiner,"< 10 days",good
lunasquirl,"< 10 days",good
richkiz,"< 10 days",good
alacinco,"< 10 days",good
NotEverAgain,"11 to 50 days",good
numedic,"< 10 days",good
sright4815,"< 10 days",good
dawg37,"< 10 days",good
davewald,"< 10 days",good
cptn.insano,"< 10 days",good
stephaniekirby,"< 10 days",good
"carlos cidra","< 10 days",good
compucolor,"< 10 days",good
erdsohn,"< 10 days",good
ildyivanyi,"< 10 days",good
peeblescf,"< 10 days",NULL
digicamstar,"< 10 days",bad
kenzweig,"< 10 days",bad
cstaffa,"< 10 days",good
"Adamos H.","> 50 days",good
ctgs,"< 10 days",good
ikeltz,"< 10 days",good
alpeluso,"< 10 days",good
jammer67211,"< 10 days",good
yeagerville,"< 10 days",good
Hoole,"< 10 days",good
anahuacbpp,"< 10 days",bad
sconnors,"< 10 days",good
jimjimjim,"< 10 days",good
dadfap,"< 10 days",bad
ndstanton,"< 10 days",good
donjenn,"< 10 days",good
bradrf,"< 10 days",good
"Sue Watts","< 10 days",good
jwedelmann,"< 10 days",good
saileba,"< 10 days",good
romarshall,"< 10 days",good
"David Farley","< 10 days",good
tmsayre,"< 10 days",good
pradeep_n1,"< 10 days",good
armkardiaz,"< 10 days",good
robjoh5,"< 10 days",good
hnorah,"< 10 days",good
lalleman,"< 10 days",good
thepakizers,"< 10 days",good
mhofkes,"< 10 days",good
bkjensen,"< 10 days",good
kod1337,"< 10 days",good
nathalieandgene,"< 10 days",good
gerryrilry,"< 10 days",good
pennypooper,"< 10 days",good
swlee,"< 10 days",good
kevin777,"< 10 days",good
calakija,"< 10 days",good
jordan2345_6,"< 10 days",good
grahamster61,"< 10 days",good
ddddddddddddd,"< 10 days",good
"Cheryl Robinson","< 10 days",good
Bozric,"> 50 days",good
gdubiner,"< 10 days",good
emilioolivares,"< 10 days",bad
acegrace,"< 10 days",good
m.weiss,"< 10 days",good
MagnusJonsson,"< 10 days",good
papadood,"< 10 days",good
gmack,"< 10 days",good
"Dennis Keplinger","< 10 days",good
rakeshuva,"< 10 days",good
dmacrae,"< 10 days",good
leevern,"< 10 days",good
drsnoddy,"< 10 days",NULL
"Ronald Palmer","< 10 days",NULL
toddntam,"< 10 days",good
gatorhokie,"< 10 days",good
drahn0429,"< 10 days",good
gibileba,"< 10 days",good
ampacint,"< 10 days",good
mfongny,"< 10 days",good
llafferty,"< 10 days",good
kenmed,"< 10 days",good
cjmax100,"< 10 days",good
rashcar0,"11 to 50 days",good
astar321,"< 10 days",good
ebuban,"< 10 days",good
cornet,"< 10 days",good
ivicevic,"< 10 days",good
champis,"< 10 days",good
"Bruce Roberts","< 10 days",good
genew35,"< 10 days",good
missyuser,"< 10 days",good
Suntan22,"< 10 days",good
michael.sill,"< 10 days",good
hobgotbro,"< 10 days",good
thayes777,"> 50 days",good
mvk,"< 10 days",good
lncualop,"< 10 days",good
bellfam11,"< 10 days",good
ttbarb,"< 10 days",good
CrazyLittle,"> 50 days",bad
tlasken,"< 10 days",good
dgarton,"< 10 days",good
amtberg,"< 10 days",good
pm2002,"< 10 days",good
davidmahaffy,"< 10 days",good
dreadnaught,"< 10 days",good
stakaveli,"< 10 days",good
viclindblom,"< 10 days",good
tomaskaspar,"< 10 days",good
apotov,"< 10 days",good
art0816,"< 10 days",good
jgeil,"< 10 days",good
jwatkins,"< 10 days",good
stevenamills,"< 10 days",good
izzyroselee,"< 10 days",good
jenniebull,"< 10 days",good
yodavater,"> 50 days",bad
argonwan,"< 10 days",NULL
studentnyc,"< 10 days",bad
johnny81lewis,"< 10 days",good
j0mama,"> 50 days",bad
foam4me,"< 10 days",bad
ivaravi21,"< 10 days",bad
AaronDude,"> 50 days",bad
CustomrService,"< 10 days",bad
apartment910,"< 10 days",bad
jim_peppercorn,"< 10 days",bad
Datahaunt,"> 50 days",bad
zzzcd,"< 10 days",bad
SAPerkins01,"< 10 days",bad
sirmqc,"< 10 days",bad
mdSpot,"< 10 days",bad
SkipLan,"< 10 days",bad
aaronwe,"< 10 days",bad
jehoon,"< 10 days",bad
SFALBERT,"< 10 days",bad
Glideslope,"11 to 50 days",bad
brenda505,"< 10 days",NULL
projam101,"< 10 days",bad
sseiter,"< 10 days",bad
avongugg,"< 10 days",bad
sbsyncro,"< 10 days",bad
tilua,"< 10 days",bad
sralston,"< 10 days",good
awedigital,"< 10 days",bad
"Karl Oemick","< 10 days",good
frankscarpulla,"< 10 days",good
PChau,"< 10 days",bad
turnitup1,"< 10 days",good
krandel,"< 10 days",good
katiemurphy,"< 10 days",good
wklw,"< 10 days",good
brooksusa,"< 10 days",good
ronb1200,"< 10 days",good
Amybossov,"< 10 days",good
Dreamgoods,"< 10 days",good
lcpittman,"< 10 days",good
Excavator_Lee,"< 10 days",good
mukeshwani,"< 10 days",good
mrees,"< 10 days",good
bubbatt,"< 10 days",good
"Harry Arbios","< 10 days",good
dvd512,"< 10 days",good
g8torPaul,"< 10 days",good
sreber,"< 10 days",bad
kobayashika,"< 10 days",good
hughjean,"< 10 days",good
storeman86,"< 10 days",neutral
rosejoee,"< 10 days",good
mpsmyth,"< 10 days",good
ryan19683,"< 10 days",good
artijpl,"< 10 days",bad
beaudear,"< 10 days",bad
LangTuDaTinh,"< 10 days",bad
nomecogn,"< 10 days",bad
Memento2,"> 50 days",good
astrange,"< 10 days",good
bk325904,"< 10 days",good
tandtsmith,"< 10 days",good
canajan,"< 10 days",bad
lucykat,"< 10 days",good
fish1946,"< 10 days",good
workerbe,"< 10 days",good
abosslady,"< 10 days",good
Kevvyg,"< 10 days",good
Danesi,"> 50 days",bad
craiglewis14,"< 10 days",good
jprich,"> 50 days",good
montysimmons,"< 10 days",good
candy105,"< 10 days",bad
YouLookAdopted,"< 10 days",bad
Sancho,"< 10 days",good
CihaPet,"> 50 days",good
yeadon563,"< 10 days",NULL
smokey75,"< 10 days",bad
Sioux,"> 50 days",NULL
mwyson,"> 50 days",bad
marty53420,"< 10 days",bad
phaux,"< 10 days",bad
Mallford,"< 10 days",bad
xout,"> 50 days",good
rostro,"< 10 days",bad
gotsurf,"> 50 days",good
thegladiatorgy,"> 50 days",good
trobertson79,"< 10 days",good
solberry2000,"< 10 days",NULL
sahrn,"< 10 days",good
dutch6246,"< 10 days",good
pmtc,"< 10 days",bad
Matts_Girl,"< 10 days",good
Jags,"< 10 days",bad
HajJan,"< 10 days",bad
jhmeeks,"< 10 days",bad
jasper22,"< 10 days",bad
seatart,"> 50 days",bad
mouse999,"< 10 days",bad
harlyhny,"< 10 days",bad
tunes,"< 10 days",bad
raidernick,"< 10 days",good
JHoetz,"< 10 days",bad
bkleese,"< 10 days",bad
Denver101,"< 10 days",good
Aclepsa.com,"< 10 days",NULL
Goose1954,"< 10 days",bad
tylak25,"< 10 days",bad
dsm062000,"< 10 days",bad
dionnech21,"< 10 days",bad
MUDVAYNE34,"< 10 days",bad
dubled,"< 10 days",bad
Tracyd1570,"< 10 days",good
getz76,"< 10 days",good
bucko,"< 10 days",bad
zombiwulf,"< 10 days",bad
jb_fsi,"< 10 days",bad
gizmo88,"> 50 days",bad
FuzzyWuzzy,"< 10 days",good
Chadz89GTA,"< 10 days",bad
madrake,"< 10 days",bad
J4M1S0N,"< 10 days",good
valkerietech,"< 10 days",bad
Userisme,"> 50 days",bad
crashvideo,"< 10 days",bad
georgec,"< 10 days",bad
mrbungle,"< 10 days",good
jumpinduo,"< 10 days",bad
dorem,"> 50 days",NULL
pingmai,"< 10 days",bad
dutch105,"< 10 days",good
funnybunny28,"< 10 days",good
billylaptop,"< 10 days",good
squawker,"< 10 days",good
se8y177217,"< 10 days",good
mor,"< 10 days",good
bubbadawg,"< 10 days",good
salvasquezwrx,"< 10 days",good
amjain79,"< 10 days",good
errolbatman,"< 10 days",good
jeffreyrobeniol,"< 10 days",good
idgfps54,"< 10 days",bad
timsasha,"< 10 days",good
wongtongsoup,"< 10 days",good
rica,"< 10 days",good
P4ulb4ll,"< 10 days",good
gregturnquist,"< 10 days",good
elperuano,"< 10 days",good
marshalarteest,"< 10 days",good
viinncceee,"< 10 days",good
hen1984,"< 10 days",good
goko,"< 10 days",good
itcanbefun,"< 10 days",good
tomdagman,"< 10 days",good
kobeh1,"< 10 days",good
mj23,"< 10 days",good
bromero812,"< 10 days",good
stevesanchez24,"< 10 days",good
GI-JO,"< 10 days",good
sparklez,"< 10 days",good
Taufiq,"< 10 days",bad
aasetter,"< 10 days",good
aye2144,"< 10 days",good
sherryh7,"< 10 days",good
longwat,"> 50 days",good
ebtekxpnoy,"< 10 days",good
chelffy,"< 10 days",good
wahfly,"< 10 days",good
yoyo222,"< 10 days",good
Mblade,"< 10 days",bad
brutledge11,"< 10 days",NULL
anythingisfine,"< 10 days",good
Gazook,"< 10 days",good
towwang,"> 50 days",good
Orange-P,"< 10 days",good
mangodman1,"< 10 days",good
VietVet2004,"< 10 days",good
rbdavis3591,"< 10 days",neutral
rugdude,"< 10 days",good
wayhigh,"> 50 days",bad
Cajunbubba51,"< 10 days",good
Marz238,"< 10 days",good
natesplaceonline,"< 10 days",good
jikjik,"< 10 days",bad
stockshowgypsy,"< 10 days",bad
dwighthhayes,"< 10 days",good
